id,name,picture,description,player_min_age,players_min_amount,players_max_amount,duration,release_year,rating
7824,Break the Safe,https://cf.geekdo-images.com/images/pic475435.jpg,https://boardgamegeek.com/boardgame/7824/break-safe,8,2,4,30,2003,5.8569
145501,Fun Farm,https://cf.geekdo-images.com/images/pic1728151.jpg,https://boardgamegeek.com/boardgame/145501/fun-farm,6,2,10,15,2013,5.956055
142924,Mayday!Mayday!,https://cf.geekdo-images.com/images/pic2243928.jpg,https://boardgamegeek.com/boardgame/142924/maydaymayday,10,5,8,25,2013,6.08099
17536,Lobositz: First Battle of the Seven Years War,https://cf.geekdo-images.com/images/pic75867.jpg,https://boardgamegeek.com/boardgame/17536/lobositz-first-battle-seven-years-war,12,1,2,360,2005,6.75145
150294,COGZ,https://cf.geekdo-images.com/images/pic2329715.jpg,https://boardgamegeek.com/boardgame/150294/cogz,8,2,6,30,2015,6.388095
841,Razzia,https://cf.geekdo-images.com/images/pic68503.jpg,https://boardgamegeek.com/boardgame/841/razzia,12,3,8,30,1992,6.0219749999999985
2211,Proteus,https://cf.geekdo-images.com/images/pic13750.jpg,https://boardgamegeek.com/boardgame/2211/proteus,8,2,2,30,2001,6.1462249999999985
128011,Extra! Extra!,https://cf.geekdo-images.com/images/pic2387831.jpg,https://boardgamegeek.com/boardgame/128011/extra-extra,12,2,6,150,2015,6.2354400000000005
169215,Peak Oil,https://cf.geekdo-images.com/images/pic3259102.png,https://boardgamegeek.com/boardgame/169215/peak-oil,8,2,5,75,2017,6.281554999999999
5394,"Kolin: Frederick's First Defeat ? June 18, 1757",https://cf.geekdo-images.com/images/pic19144.jpg,https://boardgamegeek.com/boardgame/5394/kolin-fredericks-first-defeat-june-18-1757,12,1,2,360,1994,6.7446600000000005
33911,Bacchus' Banquet,https://cf.geekdo-images.com/images/pic311881.jpg,https://boardgamegeek.com/boardgame/33911/bacchus-banquet,8,3,5,30,2008,5.8455499999999985
22864,Zeus on the Loose,https://cf.geekdo-images.com/images/pic191011.jpg,https://boardgamegeek.com/boardgame/22864/zeus-loose,8,2,5,15,2006,5.841925
29383,GD '42,https://cf.geekdo-images.com/images/pic230942.jpg,https://boardgamegeek.com/boardgame/29383/gd-42,12,1,2,360,2009,6.7146300000000005
1695,The Legend of Robin Hood,https://cf.geekdo-images.com/images/pic69054.jpg,https://boardgamegeek.com/boardgame/1695/legend-robin-hood,12,2,2,120,1979,5.940815
36424,"Gulf, Mobile & Ohio",https://cf.geekdo-images.com/images/pic333241.jpg,https://boardgamegeek.com/boardgame/36424/gulf-mobile-ohio,0,3,5,60,2008,6.200135
4200,Black Wednesday,https://cf.geekdo-images.com/images/pic435239.jpg,https://boardgamegeek.com/boardgame/4200/black-wednesday,12,2,2,240,1995,6.447975
137,Pass the Bomb,https://cf.geekdo-images.com/images/pic70432.jpg,https://boardgamegeek.com/boardgame/137/pass-bomb,12,2,10,20,1994,5.7790550000000005
4642,Sports Illustrated Baseball,https://cf.geekdo-images.com/images/pic56272.jpg,https://boardgamegeek.com/boardgame/4642/sports-illustrated-baseball,12,1,2,45,1972,6.37983
135,Kontor,https://cf.geekdo-images.com/images/pic239457.jpg,https://boardgamegeek.com/boardgame/135/kontor,12,2,4,60,1999,5.826645
4928,Clue: 50th Anniversary Edition,https://cf.geekdo-images.com/images/pic477542.jpg,https://boardgamegeek.com/boardgame/4928/clue-50th-anniversary-edition,8,3,6,60,1999,5.980425
104805,Animal Upon Animal: Small and Yet Great!,https://cf.geekdo-images.com/images/pic1199688.jpg,https://boardgamegeek.com/boardgame/104805/animal-upon-animal-small-and-yet-great,5,2,2,15,2011,6.007725
4839,Berlin '85: The Enemy at the Gates,https://cf.geekdo-images.com/images/pic64875.jpg,https://boardgamegeek.com/boardgame/4839/berlin-85-enemy-gates,12,2,2,180,1980,6.1653699999999985
359,Bucket Brigade,https://cf.geekdo-images.com/images/pic199026.jpg,https://boardgamegeek.com/boardgame/359/bucket-brigade,7,3,5,30,1998,5.85994
7215,To the Green Fields Beyond,https://cf.geekdo-images.com/images/pic48431.jpg,https://boardgamegeek.com/boardgame/7215/green-fields-beyond,12,2,2,240,1978,6.49748
72285,Totemo,https://cf.geekdo-images.com/images/pic739382.jpg,https://boardgamegeek.com/boardgame/72285/totemo,6,2,4,30,2010,6.22546
131241,Oilfield,https://cf.geekdo-images.com/images/pic3008216.jpg,https://boardgamegeek.com/boardgame/131241/oilfield,12,2,5,60,2016,6.3036650000000005
2919,Search for the Emperor's Treasure,https://cf.geekdo-images.com/images/pic306339.jpg,https://boardgamegeek.com/boardgame/2919/search-emperors-treasure,10,2,10,60,1981,6.3037600000000005
159446,Panthalos,https://cf.geekdo-images.com/images/pic2218109.jpg,https://boardgamegeek.com/boardgame/159446/panthalos,12,2,5,90,2014,6.26398
1070,Waldschattenspiel,https://cf.geekdo-images.com/images/pic318383.jpg,https://boardgamegeek.com/boardgame/1070/waldschattenspiel,6,3,8,15,1985,5.95204
2574,Classic Warlord,https://cf.geekdo-images.com/images/pic1438091.jpg,https://boardgamegeek.com/boardgame/2574/classic-warlord,12,2,7,360,2012,6.3691749999999985
11432,Harpoon 4,https://cf.geekdo-images.com/images/pic338452.jpg,https://boardgamegeek.com/boardgame/11432/harpoon-4,12,2,8,150,1997,6.52724
2268,Lost Patrol,https://cf.geekdo-images.com/images/pic2934716.jpg,https://boardgamegeek.com/boardgame/2268/lost-patrol,8,2,4,30,2000,6.103389999999999
113,Mit List und Tücke,https://cf.geekdo-images.com/images/pic78039.jpg,https://boardgamegeek.com/boardgame/113/mit-list-und-tucke,10,4,6,60,1999,6.140955
181325,Completto,https://cf.geekdo-images.com/images/pic2602632.jpg,https://boardgamegeek.com/boardgame/181325/completto,8,2,4,30,2015,6.2250999999999985
1472,Five Crowns,https://cf.geekdo-images.com/images/pic2869930.jpg,https://boardgamegeek.com/boardgame/1472/five-crowns,8,2,7,30,1996,5.774240000000002
18057,Anno Domini: Natur,https://cf.geekdo-images.com/images/pic78828.jpg,https://boardgamegeek.com/boardgame/18057/anno-domini-natur,10,2,8,30,1998,6.269369999999999
102835,Lost Temple,https://cf.geekdo-images.com/images/pic1045956.jpg,https://boardgamegeek.com/boardgame/102835/lost-temple,10,2,8,40,2011,5.8020000000000005
230791,Time of Legends: Joan of Arc,https://cf.geekdo-images.com/images/pic3726803.jpg,https://boardgamegeek.com/boardgame/230791/time-legends-joan-arc,14,2,4,90,2018,7.47146
12131,42,https://cf.geekdo-images.com/images/pic1141924.jpg,https://boardgamegeek.com/boardgame/12131/42,10,4,4,30,1885,6.330055000000001
172362,Kenjin,https://cf.geekdo-images.com/images/pic2806238.jpg,https://boardgamegeek.com/boardgame/172362/kenjin,12,2,4,30,2015,6.113365
230342,InBetween,https://cf.geekdo-images.com/images/pic3624298.png,https://boardgamegeek.com/boardgame/230342/inbetween,12,2,2,40,2017,6.4799799999999985
58886,Alba Longa,https://cf.geekdo-images.com/images/pic1124914.jpg,https://boardgamegeek.com/boardgame/58886/alba-longa,12,2,5,90,2011,5.913235
183959,Latice,https://cf.geekdo-images.com/images/pic2824189.jpg,https://boardgamegeek.com/boardgame/183959/latice,0,2,4,30,2015,6.28083
6861,Red Badge of Courage,https://cf.geekdo-images.com/images/pic27912.jpg,https://boardgamegeek.com/boardgame/6861/red-badge-courage,12,2,6,360,2001,6.55527
158812,Shadow Throne,https://cf.geekdo-images.com/images/pic2273615.png,https://boardgamegeek.com/boardgame/158812/shadow-throne,14,3,5,30,2014,6.198165
22948,Munchkin Impossible,https://cf.geekdo-images.com/images/pic137335.jpg,https://boardgamegeek.com/boardgame/22948/munchkin-impossible,10,3,6,120,2006,5.8411550000000005
211716,John Company,https://cf.geekdo-images.com/images/pic3567002.jpg,https://boardgamegeek.com/boardgame/211716/john-company,14,1,6,180,2017,6.601605
14054,Akaba,https://cf.geekdo-images.com/images/pic59550.jpg,https://boardgamegeek.com/boardgame/14054/akaba,5,2,4,20,2004,6.0723199999999995
9386,IceTowers,https://cf.geekdo-images.com/images/pic193189.jpg,https://boardgamegeek.com/boardgame/9386/icetowers,10,2,5,10,1999,6.055975
154895,Wizard's Academy,https://cf.geekdo-images.com/images/pic2455723.jpg,https://boardgamegeek.com/boardgame/154895/wizards-academy,12,1,6,180,2016,6.4374
218208,Ticket to Ride: First Journey (Europe),https://cf.geekdo-images.com/images/pic3381772.jpg,https://boardgamegeek.com/boardgame/218208/ticket-ride-first-journey-europe,6,2,4,30,2017,6.3800300000000005
99097,Food Fight,https://cf.geekdo-images.com/images/pic1129560.jpg,https://boardgamegeek.com/boardgame/99097/food-fight,13,2,6,30,2011,5.865755
99219,Swish,https://cf.geekdo-images.com/images/pic2047457.jpg,https://boardgamegeek.com/boardgame/99219/swish,8,2,6,10,2011,5.913930000000001
181867,3 sind eine zu viel!,https://cf.geekdo-images.com/images/pic2617398.jpg,https://boardgamegeek.com/boardgame/181867/3-sind-eine-zu-viel,10,2,4,25,2015,6.184159999999999
1098,Judge Dredd,https://cf.geekdo-images.com/images/pic113806.jpg,https://boardgamegeek.com/boardgame/1098/judge-dredd,8,2,6,90,1982,5.950655
12248,Alexander the Great,https://cf.geekdo-images.com/images/pic49518.jpg,https://boardgamegeek.com/boardgame/12248/alexander-great,10,2,5,75,2005,5.885525
121615,Shadows over the Empire,https://cf.geekdo-images.com/images/pic1801604.jpg,https://boardgamegeek.com/boardgame/121615/shadows-over-empire,12,2,4,30,2013,5.8621300000000005
24410,Treasures & Traps,https://cf.geekdo-images.com/images/pic239163.jpg,https://boardgamegeek.com/boardgame/24410/treasures-traps,10,2,6,10,2006,5.92845
8812,No Better Place to Die,https://cf.geekdo-images.com/images/pic433427.jpg,https://boardgamegeek.com/boardgame/8812/no-better-place-die,0,2,2,360,1994,6.4539
37739,Sutter's Mill,https://cf.geekdo-images.com/images/pic378485.jpg,https://boardgamegeek.com/boardgame/37739/sutters-mill,10,2,4,60,2008,5.929494999999999
147206,Copper Country,https://cf.geekdo-images.com/images/pic2007795.jpg,https://boardgamegeek.com/boardgame/147206/copper-country,14,2,4,60,2015,6.28857
12764,City and Guilds,https://cf.geekdo-images.com/images/pic56857.jpg,https://boardgamegeek.com/boardgame/12764/city-and-guilds,8,3,5,90,2004,6.152505000000001
164159,BUS,https://cf.geekdo-images.com/images/pic2559563.jpg,https://boardgamegeek.com/boardgame/164159/bus,8,2,3,20,2015,6.0238999999999985
427,Grass,https://cf.geekdo-images.com/images/pic264444.jpg,https://boardgamegeek.com/boardgame/427/grass,18,2,6,60,1980,5.810005
793,Yahtzee Deluxe Poker,https://cf.geekdo-images.com/images/pic241958.jpg,https://boardgamegeek.com/boardgame/793/yahtzee-deluxe-poker,12,2,6,20,1994,5.868234999999999
440,Zoff in Buffalo,https://cf.geekdo-images.com/images/pic392776.jpg,https://boardgamegeek.com/boardgame/440/zoff-buffalo,12,2,5,45,1998,6.0229349999999995
66798,Heckmeck Barbecue,https://cf.geekdo-images.com/images/pic665196.jpg,https://boardgamegeek.com/boardgame/66798/heckmeck-barbecue,8,2,5,25,2010,5.94896
17922,Anno Domini: Deutschland,https://cf.geekdo-images.com/images/pic1112524.jpg,https://boardgamegeek.com/boardgame/17922/anno-domini-deutschland,10,2,8,30,2002,6.19595
57759,Filipino Fruit Market,https://cf.geekdo-images.com/images/pic570393.jpg,https://boardgamegeek.com/boardgame/57759/filipino-fruit-market,10,3,5,30,2009,6.06399
144479,"Myths at War (Nordic, Egyptian and Japanese)",https://cf.geekdo-images.com/images/pic2609068.jpg,https://boardgamegeek.com/boardgame/144479/myths-war-nordic-egyptian-and-japanese,10,2,6,20,2013,6.673015
151251,Castle Crush!,https://cf.geekdo-images.com/images/pic2003347.jpg,https://boardgamegeek.com/boardgame/151251/castle-crush,8,1,4,15,2013,6.17489
5941,Mermaid Rain,https://cf.geekdo-images.com/images/pic935669.jpg,https://boardgamegeek.com/boardgame/5941/mermaid-rain,10,3,6,45,2003,5.969189999999998
199047,Cobras,https://cf.geekdo-images.com/images/pic3193624.jpg,https://boardgamegeek.com/boardgame/199047/cobras,13,1,5,45,2017,6.37715
203719,Krosmaster Arena 2.0,https://cf.geekdo-images.com/images/pic3090972.jpg,https://boardgamegeek.com/boardgame/203719/krosmaster-arena-20,8,2,4,60,2016,6.67572
147768,Five Cucumbers,https://cf.geekdo-images.com/images/pic3517680.jpg,https://boardgamegeek.com/boardgame/147768/five-cucumbers,8,2,6,25,2013,5.7979650000000005
2938,Zatre,https://cf.geekdo-images.com/images/pic98026.jpg,https://boardgamegeek.com/boardgame/2938/zatre,8,2,6,45,1990,6.040645
8957,Renegade Legion: Centurion ? Blood & Steel,https://cf.geekdo-images.com/images/pic932547.jpg,https://boardgamegeek.com/boardgame/8957/renegade-legion-centurion-blood-steel,12,2,4,60,1988,6.18123
55679,Panzer General: Allied Assault,https://cf.geekdo-images.com/images/pic552594.jpg,https://boardgamegeek.com/boardgame/55679/panzer-general-allied-assault,10,1,2,60,2010,6.053635
158100,Speed Cups²,https://cf.geekdo-images.com/images/pic2071795.jpg,https://boardgamegeek.com/boardgame/158100/speed-cups,6,2,2,10,2014,6.25645
156096,Snake Oil: Party Potion,https://cf.geekdo-images.com/images/pic1951189.jpg,https://boardgamegeek.com/boardgame/156096/snake-oil-party-potion,8,3,6,30,2014,6.5115050000000005
2794,Spinball,https://cf.geekdo-images.com/images/pic2472645.jpg,https://boardgamegeek.com/boardgame/2794/spinball,0,2,2,20,2001,6.30494
197455,Dice Heist,https://cf.geekdo-images.com/images/pic2981659.jpg,https://boardgamegeek.com/boardgame/197455/dice-heist,14,2,5,20,2016,6.0456449999999995
166109,Meteor,https://cf.geekdo-images.com/images/pic2256875.png,https://boardgamegeek.com/boardgame/166109/meteor,12,1,6,15,2014,5.96264
135888,Titanium Wars,https://cf.geekdo-images.com/images/pic1528436.jpg,https://boardgamegeek.com/boardgame/135888/titanium-wars,12,3,4,90,2013,5.9538199999999994
174893,TROLL,https://cf.geekdo-images.com/images/pic2490977.png,https://boardgamegeek.com/boardgame/174893/troll,8,3,5,30,2015,6.113125
1380,Jockey,https://cf.geekdo-images.com/images/pic1249414.jpg,https://boardgamegeek.com/boardgame/1380/jockey,12,2,6,45,1973,5.997365
5171,War Without Mercy,https://cf.geekdo-images.com/images/pic900234.jpg,https://boardgamegeek.com/boardgame/5171/war-without-mercy,12,2,6,360,1998,6.374090000000002
11733,Briscola,https://cf.geekdo-images.com/images/pic71809.jpg,https://boardgamegeek.com/boardgame/11733/briscola,8,2,6,30,1800,6.0218
137406,Templar: The Secret Treasures,https://cf.geekdo-images.com/images/pic1802207.jpg,https://boardgamegeek.com/boardgame/137406/templar-secret-treasures,8,2,5,60,2013,6.0119099999999985
14007,The Siege of Alesia,https://cf.geekdo-images.com/images/pic71792.jpg,https://boardgamegeek.com/boardgame/14007/siege-alesia,12,2,2,300,2005,6.305665
2610,Kardinal & König: Das Kartenspiel,https://cf.geekdo-images.com/images/pic514076.jpg,https://boardgamegeek.com/boardgame/2610/kardinal-konig-das-kartenspiel,11,3,5,45,2001,6.2533949999999985
376,DruidenWalzer,https://cf.geekdo-images.com/images/pic2649906.jpg,https://boardgamegeek.com/boardgame/376/druidenwalzer,12,2,2,45,1999,5.81267
3692,Firepower,https://cf.geekdo-images.com/images/pic68266.jpg,https://boardgamegeek.com/boardgame/3692/firepower,12,1,6,60,1984,5.90521
235512,Loot Island,https://cf.geekdo-images.com/images/pic3741864.jpg,https://boardgamegeek.com/boardgame/235512/loot-island,10,2,5,60,2017,6.250095
128137,Damage Report,https://cf.geekdo-images.com/images/pic1740401.png,https://boardgamegeek.com/boardgame/128137/damage-report,10,2,6,45,2014,6.096585000000001
23935,Oshi,https://cf.geekdo-images.com/images/pic195834.jpg,https://boardgamegeek.com/boardgame/23935/oshi,8,2,2,20,2006,5.90677
5772,What's It To Ya?,https://cf.geekdo-images.com/images/pic3715641.jpg,https://boardgamegeek.com/boardgame/5772/whats-it-ya,12,3,8,20,2003,6.110060000000002
206471,Eternity,https://cf.geekdo-images.com/images/pic3134908.jpg,https://boardgamegeek.com/boardgame/206471/eternity,10,3,5,40,2016,6.176665
93819,War of Honor,https://cf.geekdo-images.com/images/pic931413.jpg,https://boardgamegeek.com/boardgame/93819/war-honor,12,2,4,60,2011,6.170109999999998
10908,Minotaur Lords,https://cf.geekdo-images.com/images/pic257512.jpg,https://boardgamegeek.com/boardgame/10908/minotaur-lords,12,2,2,30,2004,5.825275
191998,Lost Legacy: Fourth Chronicle ? The Werewolf & Undying Heart,https://cf.geekdo-images.com/images/pic2908596.jpg,https://boardgamegeek.com/boardgame/191998/lost-legacy-fourth-chronicle-werewolf-undying-hear,14,2,6,10,2016,6.4632749999999985
104575,Steam Torpedo: First Contact,https://cf.geekdo-images.com/images/pic2411470.jpg,https://boardgamegeek.com/boardgame/104575/steam-torpedo-first-contact,13,2,2,40,2011,5.9957400000000005
2665,Russian Civil War 1918-1922 (first edition),https://cf.geekdo-images.com/images/pic510762.jpg,https://boardgamegeek.com/boardgame/2665/russian-civil-war-1918-1922-first-edition,12,1,6,120,1976,6.284605
210040,Illimat,https://cf.geekdo-images.com/images/pic3861210.jpg,https://boardgamegeek.com/boardgame/210040/illimat,12,2,4,60,2017,6.717714999999999
867,Morisi,https://cf.geekdo-images.com/images/pic296589.jpg,https://boardgamegeek.com/boardgame/867/morisi,10,2,4,45,2000,6.09539
7263,Nertz,https://cf.geekdo-images.com/images/pic336421.jpg,https://boardgamegeek.com/boardgame/7263/nertz,7,2,6,60,1930,6.0114800000000015
36,Federation & Empire,https://cf.geekdo-images.com/images/pic387448.jpg,https://boardgamegeek.com/boardgame/36/federation-empire,12,2,8,300,1986,5.971705
127981,Dungeon Heroes,https://cf.geekdo-images.com/images/pic1501593.jpg,https://boardgamegeek.com/boardgame/127981/dungeon-heroes,13,1,2,30,2013,6.03907
192656,Nightmarium,https://cf.geekdo-images.com/images/pic2879719.png,https://boardgamegeek.com/boardgame/192656/nightmarium,10,2,5,30,2014,6.263925
5504,Napoleon's Battles,https://cf.geekdo-images.com/images/pic243267.jpg,https://boardgamegeek.com/boardgame/5504/napoleons-battles,12,2,10,360,1989,6.141795
6627,Scream Machine,https://cf.geekdo-images.com/images/pic1193327.jpg,https://boardgamegeek.com/boardgame/6627/scream-machine,7,3,6,45,2003,5.8488349999999985
2613,Intruder,https://cf.geekdo-images.com/images/pic69228.jpg,https://boardgamegeek.com/boardgame/2613/intruder,10,1,2,30,1980,6.1290949999999995
5393,Wheedle,https://cf.geekdo-images.com/images/pic26502.jpg,https://boardgamegeek.com/boardgame/5393/wheedle,9,4,6,30,2002,5.885330000000001
31575,The Eye of Judgment,https://cf.geekdo-images.com/images/pic251864.jpg,https://boardgamegeek.com/boardgame/31575/eye-judgment,12,1,2,30,2007,6.2382550000000005
84834,Heights of Courage,https://cf.geekdo-images.com/images/pic1488552.jpg,https://boardgamegeek.com/boardgame/84834/heights-courage,0,1,2,900,2013,6.6268
25314,Bowling Solitaire,https://cf.geekdo-images.com/images/pic3044070.jpg,https://boardgamegeek.com/boardgame/25314/bowling-solitaire,8,1,1,30,1969,6.17351
710,Snit's Revenge,https://cf.geekdo-images.com/images/pic15304.jpg,https://boardgamegeek.com/boardgame/710/snits-revenge,8,2,2,20,1977,5.95227
36297,No Question of Surrender,https://cf.geekdo-images.com/images/pic329858.jpg,https://boardgamegeek.com/boardgame/36297/no-question-surrender,0,2,2,240,2012,6.518955
199881,Space Cantina,https://cf.geekdo-images.com/images/pic3020674.jpg,https://boardgamegeek.com/boardgame/199881/space-cantina,12,1,4,90,2016,6.787050000000002
205831,Dreams,https://cf.geekdo-images.com/images/pic3126014.jpg,https://boardgamegeek.com/boardgame/205831/dreams,10,3,6,30,2016,6.089955000000001
163097,Beyond the Rhine,https://cf.geekdo-images.com/images/pic3204038.jpg,https://boardgamegeek.com/boardgame/163097/beyond-rhine,15,2,0,3000,2015,7.078119999999998
18115,Four Lost Battles,https://cf.geekdo-images.com/images/pic79299.jpg,https://boardgamegeek.com/boardgame/18115/four-lost-battles,12,1,2,240,2005,6.502915
5476,A Gleam of Bayonets: The Battle of Antietam,https://cf.geekdo-images.com/images/pic1290413.jpg,https://boardgamegeek.com/boardgame/5476/gleam-bayonets-battle-antietam,12,2,2,360,1983,6.40175
2471,Zombies!!!,https://cf.geekdo-images.com/images/pic2290485.jpg,https://boardgamegeek.com/boardgame/2471/zombies,12,2,6,60,2001,5.76299
17863,The Western Front: 1914 to 1918,https://cf.geekdo-images.com/images/pic77575.jpg,https://boardgamegeek.com/boardgame/17863/western-front-1914-1918,12,2,2,360,2004,6.83661
162114,Hamsterbacke,https://cf.geekdo-images.com/images/pic2088608.jpg,https://boardgamegeek.com/boardgame/162114/hamsterbacke,8,3,5,20,2014,6.1104650000000005
